"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"DigiCert","0011J00001DZ0NtQAL","ADACOM Qualified Services CA","0011J00001DZ0C7QAL","ADACOM Class 2 CA - G4","Intermediate Certificate","Revoked","C8AF34D57D09E5538A2C849FEC9AF00E9171555AE2A32BCAEE04C32131304D24","4BFADB4EB30D4DE92BC23823E950E4C48E86D729A11BC76F18790E38F34A0550","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0NLQA1","ADACOM Qualified Services CA","0011J00001DZ0EIQA1","ADACOM Class 2 CA - G3","Intermediate Certificate","Not Revoked","5E644F5B405757C21122191904B49E2A16CD27265012DC457A150BDF324F5B53","12FA246BC2CF804C3AF6FAC7117947B959A1B14BFE2413513CE7CA16DD61A6ED","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.02.06","2017.02.06","2017.02.06","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0OZQA1","ADACOM Qualified Services CA","0011J00001DZ0EIQA1","ADACOM Class 2 CA - G3","Intermediate Certificate","Parent Cert Revoked","517FC2C27A63DD0831BF1A6D78BA86B47462DF7FF5B8F06CC4880D2D80C9E1E7","12FA246BC2CF804C3AF6FAC7117947B959A1B14BFE2413513CE7CA16DD61A6ED","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0OcQAL","ADACOM Qualified Services CA","0011J00001DZ0EIQA1","ADACOM Class 2 CA - G3","Intermediate Certificate","Not Revoked","08296AC658837935B9A587ED50CF816136494D5D669CCF93482EDE965ADDEA55","12FA246BC2CF804C3AF6FAC7117947B959A1B14BFE2413513CE7CA16DD61A6ED","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.02.06","2017.02.06","2017.02.06","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0BnQAL","Aditya Birla Minacs Worldwide Inc. CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","B16A651C0683E804D4100C210C70618F4ABC8781764528AF8F03658FEA318E15","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0NHQA1","Admin - AR Estado de Chile CA","0011J00001DZ0KXQA1","E-Sign S.A. Class 2 CA - G2","Intermediate Certificate","Not Revoked","5635665EB67A4164CAA9E452C2F48423CBEFE06507559EBAA369A05158597F1A","967F3B9A49DF88BA8A0F2BB42F28B05CE27D4999E31451EA36A876934F6F6815","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0NIQA1","Admin - AR Estado de Chile CA","0011J00001DZ0KXQA1","E-Sign S.A. Class 2 CA - G2","Intermediate Certificate","Not Revoked","7B4FCFEAC70BD4AFBFA2D83035DCF63EDA128FC099B3DCAFCF76A66B0B68EC6E","967F3B9A49DF88BA8A0F2BB42F28B05CE27D4999E31451EA36A876934F6F6815","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000foQOOAA2","Adobe Analytics - DigiCert CA","001o000000HshETAAZ","DigiCert Assured ID Root CA","Intermediate Certificate","Not Revoked","D5C009312F845C5EC8506EAD560D62447BFF4A60A9C25210511217AD6DE76AED","3E9099B5015E8F486C00BCEA9D111EE721FABA355A89BCF1DF69561E3DC6325C","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0CXQA1","Adobe CA 1 G2","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","8DFF0B6722B0D7946A7CC0C9A009A684D32FC728041A7B2B6CEEFD3FFDF138EC","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0CbQAL","ADP CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","D33D27B38C72BFA7914F068B10FD18D8E12A45F5E60B8C35D6728C2D17FE3C48","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0GqQAL","Advania SC Class 1 Consumer Individual Subscriber CA","001o000000HshGQAAZ","VeriSign Class 1 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","93880C493513C575C69DE9595547CB650F4FA47FB9B72818F1CE99476C63D594","CBB5AF185E942A2402F9EACBC0ED5BB876EEA3C1223623D00447E4F3BA554B65","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0GrQAL","Advania SC Class 1 Consumer Individual Subscriber CA","001o000000HshGQAAZ","VeriSign Class 1 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","7BB340023E531A0A057809CECE32CFCE2E8A86EF68EFD57E0F4B86904EE85410","CBB5AF185E942A2402F9EACBC0ED5BB876EEA3C1223623D00447E4F3BA554B65","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000ppoq2AAA","Advania SC Class 3 Consumer Individual Subscriber CA","001o000000HshGWAAZ","VeriSign Class 3 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","8BFCA822FE7383C685F05D69EABB01F0DE314BD344E4A843C3593766BA80482C","EB04CF5EB1F39AFA762F2BB120F296CBA520C1B97DB1589565B81CB9A17B7244","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o0000016zCeEAAU","Advania SC Class 3 Consumer Individual Subscriber CA","001o000000HshGWAAZ","VeriSign Class 3 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","708E45A64B54D2E91F6C7C99F51E64B47DDDFA3D15048F79BB866FE605B2623A","EB04CF5EB1F39AFA762F2BB120F296CBA520C1B97DB1589565B81CB9A17B7244","false","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScdAAE","Aetna Inc. Certificate Authority","001o000000HshEtAAJ","GeoTrust Global CA","Intermediate Certificate","Revoked","D6E4E7B9AF3BD5A8F2D6321CDE26639C25644F7307CE16AAD347D9AD53D3CE13","FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A","false","","https://bug1334377.bmoattachments.org/attachment.cgi?id=8867397","WebTrust","2016.05.11","2015.01.01","2015.12.31","https://bug1334377.bmoattachments.org/attachment.cgi?id=8867398","WebTrust","2016.05.11","2015.01.01","2015.12.31","","","","","","","","","","","false","","http://crl.aetna.com/aetnacps.pdf","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000rF4kIAAS","Aetna Inc. Secure CA2","001o000000HshEZAAZ","DigiCert High Assurance EV Root CA","Intermediate Certificate","Not Revoked","5D28761CBF304EAFCD127B34D614FE179AC7744F1552AF1C31298425AD05A275","7431E5F4C3C1CE4690774F0B61E05440883BA9A01ED00BA6ABD7806ED3B118CF","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000ccxn3AAA","Aetna Inc. Secure EV CA","001o000000HshEZAAZ","DigiCert High Assurance EV Root CA","Intermediate Certificate","Not Revoked","0A163600631BD66267FB7AEAD25C538B2B7D72AD6416A2BBD285F654BB642F6D","7431E5F4C3C1CE4690774F0B61E05440883BA9A01ED00BA6ABD7806ED3B118CF","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001CoMGpQAN","Aetna Inc. Secure EV CA2","001o000000HshEZAAZ","DigiCert High Assurance EV Root CA","Intermediate Certificate","Not Revoked","1DDFDDF883E3945B2CB24FA5B83788379C5AB058422AB979DF66C77473988687","7431E5F4C3C1CE4690774F0B61E05440883BA9A01ED00BA6ABD7806ED3B118CF","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0CcQAL","AGC Public CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","5E71C746D45EBCFD6D2DCE4A2DABCCD9335E3AD8D63B349989341911ECD70E88","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0FgQAL","Agilent Public CA G2","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","6BE4732E5C0FBB61A4F8B2EED0A1C47AB7FCFA559FD5EF3D5250D20E74503A83","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0FhQAL","Agilent Public CA G2","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","04A499315A0CF35CB7E82F2BDD739F70E78EAF51EC3ACDD39146B47EF8EA635A","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000foP7wAAE","Alaska eHealth Network CA","001o000000foP3kAAE","Orion Health Direct Secure Messaging CA","Intermediate Certificate","Not Revoked","437859303D0183862A96F6ABF8B03F2A69D4CBD317217666015E1ABA3C84AA11","A4106DA85F7B34A6D3DE37884D1528916B84F046FFB7D4AAC521117B0C6995F3","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001PT636QAD","Alcon Public Online CA","001o000000HshEUAAZ","DigiCert Assured ID Root G2","Intermediate Certificate","Not Revoked","4F8137882B6D7B7F1ABBCFDED0082F0E5CDEC870BA3923EF84D08DDE42E43749","7D05EBB682339F8C9451EE094EEBFEFA7953A114EDB2F44949452FAB7D2FC185","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0QOQA1","Allgeier IT Solutions CA","0011J00001DZ0LAQA1","S-TRUST Class 2 CA - G3","Intermediate Certificate","Parent Cert Revoked","A14E5FAE39D8E8B0B9B7DF82EEAC92D751AC079F935BD86FE16248CEC3D9FF1C","8565A2A0D4410B84D253F5A13AF7A097A64B1EC71F7007CD271136B532FE1113","false","","https://bug1435367.bmoattachments.org/attachment.cgi?id=8947954","ETSI TS 102 042","2017.05.31","2016.04.13","2017.04.14","","","","","","","","","","","","","","","","false","","https://www.s-trust.de/ablage_download_dokumente/ablage_pdf/S-TRUST_STN_CPS_V3_87.pdf","2012.09.15","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DaQAL","Alliant Techsystems Inc.","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","000555CDCF3B5FAAC807B975BF2EB722B77876C797385AEC00A8767DAABA900F","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DeQAL","Alliant Techsystems Inc.","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","A167AB8669375593B33ACE63CB232ED4E61DB429CFECB463E6E2B85BA6E8EA2B","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000hWVfvAAG","Allina Health Connect HIE Intermediate CA","001o000000foP3QAAU","DigiCert Federated Trust CA","Intermediate Certificate","Not Revoked","826C6AA610EF190BE2D7C03E22D032405B289804E3319E233C4C37FFBF305F1A","E5BBDCCAD572EC9D2DD96E0E5EBF049A9181F070F1E33CC1635AD8EC487D2177","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0NMQA1","Alpha Bank CA","0011J00001DZ0EIQA1","ADACOM Class 2 CA - G3","Intermediate Certificate","Revoked","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","12FA246BC2CF804C3AF6FAC7117947B959A1B14BFE2413513CE7CA16DD61A6ED","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","0011J00001DZ0C7QAL","ADACOM Class 2 CA - G4","Intermediate Certificate","Not Revoked","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","4BFADB4EB30D4DE92BC23823E950E4C48E86D729A11BC76F18790E38F34A0550","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Ff3biQAB","ALPHA BANK CA - G2","0011J00001DZ0EJQA1","ADACOM Class 2 CA - G4","Intermediate Certificate","Not Revoked","9A18343733255374D2A96D770EB7A7B76EC44A8975F6F06AF784BF3EF5E1F7D4","EC28782BFDB997875946D078C3A9C6481D34D5F775D29F0F8CB80010C9331398","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0RlQAL","Alpha Bank External CA","0011J00001DZ0NMQA1","Alpha Bank CA","Intermediate Certificate","Not Revoked","8D2FD99FEA226BB79D4DCF60106786F83F8C83CB0417CE8C20A2F840DFE30E9D","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.02.06","2017.02.06","2017.02.06","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0RhQAL","Alpha Bank External CA","0011J00001DZ0NMQA1","Alpha Bank CA","Intermediate Certificate","Parent Cert Revoked","0A024E3FD5A76B9EC2983728886C277E3AF70AF982D086B752D1A3D34C036A3F","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Ff3cCQAR","ALPHA BANK EXTERNAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Not Revoked","8676430C23B51CABA2D5BFC52CEEE43076FF95BD3FDE0ABD05057A68942F2A8C","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0PFQA1","ALPHA BANK EXTERNAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","9A00C949EF40009FA9C4E0CC33977EE0A67AAC8E0F71D1A274018E344F98B478","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0PEQA1","ALPHA BANK EXTERNAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","DAB53A64B60D27A44342F603B0E4B804D8595B8DD328F8E85539183986D04E24","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0RmQAL","Alpha Bank Personal CA","0011J00001DZ0NMQA1","Alpha Bank CA","Intermediate Certificate","Parent Cert Revoked","2193CDBBB5615F7F9A8BF64E5C1C87DF34BD1910759D0AA2228F4A0AAB3FE204","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0QZQA1","ALPHA BANK PERSONAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","E7A1899C818FDC443D289D0EFD54E2C25BF2C4E5D796A1648ED9605FBF2117E9","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Ff3cMQAR","ALPHA BANK PERSONAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Not Revoked","EDD08E77F48C26BDE054F9192BD9E03524F1ACA0787AA592FB3C1AC057079863","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0OKQA1","ALPHA BANK PERSONAL CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","DD74541B68205B538E3DFE5AE6EB9502A8546C1E5FB3FD2C5EBB7F84593504A1","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0RqQAL","Alpha Bank Role CA","0011J00001DZ0NMQA1","Alpha Bank CA","Intermediate Certificate","Parent Cert Revoked","48C79FB0ECB83E3E60103CDF6E5BFF9D0606EF4E13196420A59FD81A3825A926","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0OsQAL","Alpha Bank Role CA","0011J00001DZ0NMQA1","Alpha Bank CA","Intermediate Certificate","Not Revoked","B8F411A6E8227DF648546FF5AE3B0A4BD7A1FF664ADD71434A56F8CCFF964C20","A463DFD8D2D5A313A5A624734764C1B9149A5E093859C3E6EC1E2D56B8FDD7C2","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.02.06","2017.02.06","2017.02.06","","","","","","","","","","","","","","","","false","","https://www.adacom.com/wp-content/uploads/Repository/ADACOM-CPS-for-QC-en-v3.8.4.pdf","2015.05.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Ff3cgQAB","ALPHA BANK ROLE CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Not Revoked","3F2F6839FEC9A880120651E2B34B735C78E78EF9FCA432E24133671C52399F5D","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0QeQAL","ALPHA BANK ROLE CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","270D10C7936CA95AB88AB9557F992A671FA6CE66990F9535C5A6194A88692AE7","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0QdQAL","ALPHA BANK ROLE CA - G2","0011J00001DZ0NyQAL","ALPHA BANK CA - G2","Intermediate Certificate","Revoked","CB2D8BA5AE81DA0BAC6881575406F72A32AB88CD66AEC5A3491F00D19A8DCE09","D4F4E97198211E5D9E80284EE4DFA1CEBF4DFCABFDD3265FCF3D642512D4FCC7","false","","https://bug1435436.bmoattachments.org/attachment.cgi?id=8948020","ETSI EN 319 411","2017.06.02","2017.05.23","2017.06.02","","","","","","","","","","","","","","","","false","","https://www.symantec.com/content/en/us/about/media/repository/stn-cp.pdf","2017.09.08","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DjQAL","Altech Class 2 CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","783D2DC8CACADC88C464A1AFE5654B7F6E48DE9147B182A7284EBA160C2C8476","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DgQAL","Altech Class 2 CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","E115058D5C83D2E3BBFBF3F46E3856435D3F6A2E713FFD26983BD884E521C3F9","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DfQAL","Altech Class 2 CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","EE3EE6A6DA547CC49DFE4117A238AA1C68360FD1974F0D649AD1CC81025F67CC","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DkQAL","Altech Class 2 Managed PKI Individual Subscriber CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","F8673FD30629D8F58A2AE582D20E6549B44E4538F9E79D6CAC07F041D14A515A","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DoQAL","Altech Class 2 Managed PKI Individual Subscriber CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Revoked","2EA2DDD0D7EEA111EA4800DA2C25E1A5F5596551C243F8DD622D2F24A4DB2139","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScLAAU","AlwaysOnSSL CA - G1","001o000000HshExAAJ","GeoTrust Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","EF4478EB094C48FB9FEACA09736270499CA52EB04E3F8EE4C1B2EDC9960398FD","B478B812250DF878635C2AA7EC7D155EAA625EE82916E2CD294361886CD1FBD4","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScFAAU","AlwaysOnSSL CA - G2","001o000000HshEtAAJ","GeoTrust Global CA","Intermediate Certificate","Not Revoked","7D89AE918B25AFDF91036EEE5C15E58C600F42266866A8DE01C71DBC635CA1C0","FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
