"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"AC Camerfirma, S.A.","0011J00001D6AYfQAN","DIGITALSIGN QUALIFIED CA","001o000000x4X5XAAU","DigitalSign Primary CA","Intermediate Certificate","Not Revoked","99023C6236DA7B19FFB14833B820D92063938B8FCE13690C63C4C04B657FAB2D","8101C3BAF9D0EDD71180D1F37D6D75B77B0E8CFB593D342C3A31E467985D4A74","false","CSQA Certificazioni srl","https://www.camerfirma.com/publico/RVETSP_SA12018oct_EN_DigitalSign_04FINAL.PDF","ETSI EN 319 411","2018.10.12","2018.10.10","2018.10.12","","","","","","","","","","","","","","","","false","","https://www.digitalsign.pt/repository/media/files/Repository/digitalsign_cps-v1_1.pdf","2017.07.20","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001D6AZ2QAN","DIGITALSIGN QUALIFIED TSA CA","001o000000x4X5XAAU","DigitalSign Primary CA","Intermediate Certificate","Not Revoked","5B8F7EAF75D18D674AE6705FFAB43CABA6084A95A6F19E1808F06F0B0CD37F0D","8101C3BAF9D0EDD71180D1F37D6D75B77B0E8CFB593D342C3A31E467985D4A74","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001D6AWtQAN","DigitalSign TSA CA","001o000000x4X5XAAU","DigitalSign Primary CA","Intermediate Certificate","Not Revoked","A85C84A0825AA019DC08FA9A02C4C39E3FD419347B2E92DF04633EE426D90077","8101C3BAF9D0EDD71180D1F37D6D75B77B0E8CFB593D342C3A31E467985D4A74","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001D6AaKQAV","EC-OMC","001o000000xPOViAAO","CHAMBERS OF COMMERCE ROOT - 2016","Intermediate Certificate","Revoked","726724864202536BCEE11CD30012DA9C1F4A9DB9262958208ADB976B3FC6912D","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","001o000000x4X4KAAU","Entitat de Certificació de l'Administració Pública Andorrana","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Not Revoked","62FDD1DD4DBD26940066AA030FCDA451B2BC2143FECE65A8AA03FC0BD311F0FD","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J000018KF5EQAW","Global Chambersign Root - 2008","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Not Revoked","F01C1ACA392882AF152E9F01ECCCD0AFDDD8AA35BF895B003198B1E8C752DDB8","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001A1DmlQAF","GLOBAL CORPORATE SERVER","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Not Revoked","201C0617CC3310C7F29FCBE46B57459BC6786A8BA2753018EB27C1E800168A2E","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001A1DnKQAV","InfoCert Organization Validation CA 3","0011J00001A1DmlQAF","GLOBAL CORPORATE SERVER","Intermediate Certificate","Not Revoked","247A6D807FF164031E0EB22CA85DE329A3A4E6603DBC6203F0C6E282A9C9EA84","201C0617CC3310C7F29FCBE46B57459BC6786A8BA2753018EB27C1E800168A2E","false","CSQA Certificazioni srl","https://www.camerfirma.com/publico/CAR_INFOCERT_20181204.pdf","ETSI EN 319 411","2018.12.03","2017.12.07","2018.12.02","https://www.camerfirma.com/publico/CAR_INFOCERT_20181204.pdf","ETSI EN 319 411","2018.12.03","2017.12.07","2018.12.02","","","","","","","","","","","false","","https://www.firma.infocert.it/pdf/MO_WS_ENG.pdf","2018.11.30","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001A1OEcQAN","Intesa Sanpaolo Organization Validation CA","0011J00001A1DmlQAF","GLOBAL CORPORATE SERVER","Intermediate Certificate","Not Revoked","27CDD699DE15EE88A05BB10ED9DF2FC5E4CA25B5FDD42988963A38EC8940D55A","201C0617CC3310C7F29FCBE46B57459BC6786A8BA2753018EB27C1E800168A2E","false","CSQA Certificazioni srl","https://www.camerfirma.com/publico/CAR_INTESA_SANPAOLO_20181206.pdf","ETSI EN 319 411","2018.12.05","2017.12.07","2018.12.05","https://www.camerfirma.com/publico/CAR_INTESA_SANPAOLO_20181206.pdf","ETSI EN 319 411","2018.12.05","2017.12.07","2018.12.05","","","","","","","","","","","false","","http://ca.intesasanpaolo.com/portalIden0/identity/doc/ISP-CBCM-002-2019-01.3%20CPS%20ISP%20Organization%20Validation.pdf","2019.01.25","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001D6AWZQA3","IVSIGN CA","001o000000xPOViAAO","CHAMBERS OF COMMERCE ROOT - 2016","Intermediate Certificate","Not Revoked","92193F427DFD45D1F7EE0C0A3B1A974EA7AF7679183990E28762C13A263DB978","04F1BEC36951BC1454A904CE32890C5DA3CDE1356B7900F6E62DFA2041EBAD51","false","Trust Conformity Assessment Body (TCAB)","https://bug1482794.bmoattachments.org/attachment.cgi?id=8999508","ETSI EN 319 411","2018.08.06","2018.07.27","2018.08.03","","","","","","","","","","","","","","","","false","","https://policy.ivsign.net/docs/CPS_IvSignCA-EN-V0.4.pdf","2019.01.09","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001HcKZoQAN","MULTICERT SSL Certification Authority 001","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Not Revoked","06A57D1CD5879FBA2135610DD8D725CC268D2A6DE8A463D424C4B9DA89848696","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","false","Associação Portuguesa de Certificação (APCER)","http://pki.multicert.com/documentos/audit/I1002_v2_EN_Audit_letter_eIDAS_SSL_2019.pdf","ETSI EN 319 411","2019.02.14","2017.12.19","2018.12.04","http://pki.multicert.com/documentos/audit/I1002_v2_EN_Audit_letter_eIDAS_SSL_2019.pdf","ETSI EN 319 411","2019.02.14","2017.12.19","2018.12.04","","","","","","","","","","","false","https://pki.multicert.com/docs/EN/MULTICERT_PJ.ECRAIZ_426_en.pdf","https://pki.multicert.com/docs/EN/MULTICERT_PJ.ECRAIZ_427_en.pdf","2019.01.29","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001HcKaNQAV","MULTICERT SSL Certification Authority 001","001o000000HshF1AAJ","Global Chambersign Root - 2008","Intermediate Certificate","Revoked","1DEFD59846CC2049BA1F1A74D3A8329D1357A2D47C1E1B0C15C27A8C60295455","136335439334A7698016A0D324DE72284E079D7B5220BB8FBD747816EEBEBACA","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","0011J00001D6AZRQA3","OMC","001o000000x4X3gAAE","AC Camerfirma - 2009","Intermediate Certificate","Not Revoked","C17611DB7B311361E20D7B8231AADF478BCB7FFA0BE585C06DE2309223C2EF8A","B68D5D9B4EA635957C0C3215C20D35B2217B69E349C7A304C4F97F20C4081F88","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","001o000000x4X3RAAU","RACER","001o000000x4X37AAE","AC Camerfirma","Intermediate Certificate","Not Revoked","F1712177935DBA40BDBD99C5F753319CF6293549B7284741E43916AD3BFBDD75","EF3D7112DD3C3C46A3DC4D2E012921EAD83EFC915CA6DE3ACE72F391375BF06A","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"AC Camerfirma, S.A.","001o000000x58QuAAI","RACER - 2009","001o000000x4X3gAAE","AC Camerfirma - 2009","Intermediate Certificate","Revoked","47CFDEE37609725CFF037B56A071C43AA05869A84428A5D861FF92B9450292AA","B68D5D9B4EA635957C0C3215C20D35B2217B69E349C7A304C4F97F20C4081F88","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"ACIN iCloud Solutions S.A.","0011J00001QWWCSQA5","Global Trusted Sign Root Certification Authority 01","0011J00001P3Od5QAF","ACIN iCloud Solutions S.A.","Root Certificate","","2E19FA7CD069B3AA10B570D3E654C24217B229C67FB3BE87D1D6006C8F514DA9","","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Not Included" 
"Actalis","001o000000rGWcqAAG","Actalis Authentication CA G1","001o000000HsfocAAB","Actalis","Root Certificate","","AFE80A97EA11159190E927E08EC2E60C59A40559483A3FEE838A85321B3AEAAD","","false","IMQ S.p.A.","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","ETSI TS 102 042","2016.10.07","2016.10.07","2016.10.07","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","ETSI TS 102 042","2016.10.07","2016.10.07","2016.10.07","http://www.actalis.it/documenti-en/actalisca_audit_statement.pdf","ETSI TS 102 042","2016.10.07","2016.10.07","2016.10.07","","","","","","false","","","","","","","false","Not Yet Included","Disabled" 
"Actalis","001o000000HshDoAAJ","Actalis Authentication Root CA","001o000000HsfocAAB","Actalis","Root Certificate","","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","","false","Bureau Veritas Italia S.p.A.","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","https://www.actalis.it/documenti-en/actalisca_audit_statement_2019.aspx","ETSI EN 319 411","2019.05.31","2018.06.05","2019.05.31","","","","","","false","https://www.actalis.it/documenti-en/cps_for_ssl_server_and_code_signing_en.aspx","https://www.actalis.it/documenti-en/cps_for_ssl_server_and_code_signing_en.aspx","2019.05.23","https://ssltest-active.actalis.it/","https://ssltest-expired.actalis.it/","https://ssltest-revoked.actalis.it/","false","Included","Included" 
"Actalis","001o000000xN5uBAAS","Actalis Authentication CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Revoked","DAC7DA26662D6E3BE0423F8639623C6D5A3B3F3E09E38B44DACCD02972300D24","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Provided by CA","Not Included" 
"Actalis","001o000000xN5tHAAS","Actalis Authentication CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Revoked","92D76D3216B54FE8B251C1216A5DA4B7C788D88E83663A0792D69EF34680F776","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","false","Provided by CA","Not Included" 
"Actalis","001o000000rE54FAAS","Actalis Authentication CA G3","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","A1D25D28941FAFC0C2A6EB9E596A54786E731D0A4A8E321DB9F1CF2C24FDD609","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","001o000000rE55rAAC","Actalis Client Authentication CA G1","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","ABDEEC53149098F8A0B07EFD972B345A89BEDE8EDE6975E61BE95EE026DA7EFA","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","false","https://www.actalis.it/products/certificates-for-secure-electronic-mail.aspx","https://www.actalis.it/documenti-en/cps-for-ssl-server-and-code-signing.pdf","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001MmDo7QAF","Actalis Domain Validation Server CA G1","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Revoked","072BEDBCF4D334598E341D72ABCF14CDD8C3F9A7310E0157FC0375239DE018AB","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","001o000000wjmOOAAY","Actalis Domain Validation Server CA G1","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","FD98B40EB94AAC097622179F1E3ACDDACD3F3C9527CD6974DC3614D09AD37AAE","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001Mkc5vQAB","Actalis Domain Validation Server CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","D7A06D462AFC80D71183D94A398B2DCC825835E7C66DA5E45405572F04B05A5D","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","001o000000rE55XAAS","Actalis Extended Validation Server CA G1","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","4942AD0441218AEC22DAC417AC499D7DE4C54ECBD3D335F34A5F8B068F6E6C96","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001N3ICiQAN","Actalis Extended Validation Server CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","FDB345D269377ED9D34308BB7885632B30E61F8EAFB7EB5E75F8024D5FD4E187","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","Bureau Veritas Italia S.p.A.","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001MmMWnQAN","Actalis Extended Validation Server CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Revoked","B959B2482B6DB289BF2F04AF99C2323C260B50D45914171292A24D5E5325F3D9","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001DXcmuQAD","Actalis Organization Validated Server CA G1","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","3651F9B36A1DA983200C6EE4EFCECFA4DEFC059466689DAA1A6DB684A54C9E7B","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Actalis","0011J00001MlEllQAF","Actalis Organization Validated Server CA G2","001o000000HshDoAAJ","Actalis Authentication Root CA","Intermediate Certificate","Not Revoked","829B68B97F11DEE344857AC12EB40CE502EE52601123016FDEBF1420091A4048","55926084EC963A64B96E2ABE01CE0BA86A64FBFEBCC7AAB5AFC155B37FD76066","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"Agencia Notarial de Certificación (ANCERT)","001o000000rGWWEAA4","ANCERT Certificados CGN","001o000000rGWieAAG","Agencia Notarial de Certificación (ANCERT)","Root Certificate","","8177D1A82BA501AFDD1E9483AD7DA912EE1E9FCB2A5A061FA3C479FA804CE6BA","","false","Ernst & Young, LLP","https://cert.webtrust.org/SealFile?seal=1823&file=pdf","Web Trust","2015.01.02","2015.01.02","2015.01.02","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Disabled" 
"Agencia Notarial de Certificación (ANCERT)","001o000000rGWbnAAG","ANCERT Certificados CGN V2","001o000000rGWieAAG","Agencia Notarial de Certificación (ANCERT)","Root Certificate","","F4336BC2AC75950BECCF1C1F2F9DA6DDDAFD1F41161CA71F59C76889BD474033","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=221122","WebTrust","2018.04.06","2017.03.22","2018.03.22","https://cert.webtrust.org/SealFile?seal=2227&file=pdf","WebTrust","2017.04.04","2016.04.04","2017.04.04","","","","","","","","","","","false","http://www.ancert.com/pki/v2/docs/pg/EN/PG_Certificacion_ANCERT_EN.pdf","http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_NOT_V2_EN.pdf, http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_CGN_V2_EN.pdf","2018.05.25","","","","false","Not Yet Included","Included" 
"Agencia Notarial de Certificación (ANCERT)","001o000000rGWfaAAG","ANCERT Certificados Notariales","001o000000rGWieAAG","Agencia Notarial de Certificación (ANCERT)","Root Certificate","","00AB444ABD6BDBA33DA8DE569AC4ECDE326D1BE1A61442D5EEC3975A0C243F04","","false","Ernst & Young, LLP","https://cert.webtrust.org/SealFile?seal=1823&file=pdf","Web Trust","2015.01.02","2015.01.02","2015.01.02","","","","","","","","","","","","","","","","false","","","","","","","false","Not Yet Included","Disabled" 
"Agencia Notarial de Certificación (ANCERT)","001o000000rGWazAAG","ANCERT Certificados Notariales V2","001o000000rGWieAAG","Agencia Notarial de Certificación (ANCERT)","Root Certificate","","4BE8B5A1C76C6AEAD0611918FCCF9DBD398B67FB12294758BDF994D0F9682F60","","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=221122","WebTrust","2018.04.06","2017.03.22","2018.03.22","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=221123","WebTrust","2018.04.06","2017.03.22","2018.03.22","","","","","","","","","","","false","http://www.ancert.com/pki/v2/docs/pg/EN/PG_Certificacion_ANCERT_EN.pdf","http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_NOT_V2_EN.pdf, http://www.ancert.com/pki/v2/docs/dpc/EN/DPC_CGN_V2_EN.pdf","2018.05.25","https://www.notariado.org","https://expired.ancert.com","https://revoked.ancert.com","false","Not Yet Included","Included" 
